participant_id,plan_type,industry,region,age,tenure_years,annual_salary,contribution_rate,annual_contribution,account_balance,plan_funded_ratio,projected_balance_at_65,est_monthly_benefit,replacement_ratio,readiness
107117,401(k),Public Sector,West,33,8.3,73955,0.0919,6796,58494,0.86,995171,5166,0.838,On Track
107118,Defined Benefit Pension,Manufacturing,Southwest,56,21.5,53317,0.0917,4889,129786,0.969,275452,4284,0.964,On Track
107119,401(k),Retail,West,27,3.8,140493,0.1507,21172,69296,0.863,3511717,14039,1.199,On Track
107120,Defined Benefit Pension,Manufacturing,Midwest,33,10.9,78075,0.0721,5629,46066,0.785,808900,8552,1.314,On Track
107121,Defined Benefit Pension,Public Sector,Southeast,33,18.1,108397,0.0574,6222,79438,0.933,1078160,11347,1.256,On Track
107122,Annuity,Healthcare,Southwest,51,3.5,84266,0.0748,6303,1966,0.939,136903,2563,0.365,Off Track
107123,Annuity,Retail,Southwest,52,19,114196,0.0284,3243,71897,0.747,214586,3049,0.32,Off Track
107124,Defined Benefit Pension,Public Sector,Midwest,77,13.5,50271,0.0599,3011,59563,0.817,59563,2304,0.55,Off Track
107125,Annuity,Manufacturing,Northeast,47,22.6,69510,0.0546,3795,104968,0.764,416901,3127,0.54,Off Track
107126,Defined Benefit Pension,Education,West,57,16.9,59454,0.0606,3603,75665,0.883,156259,3858,0.779,On Track
107127,401(k),Retail,Southeast,50,10.7,55985,0.081,4535,67093,1.062,266349,2287,0.49,Off Track
107128,Annuity,Education,Southeast,56,13.9,79490,0.0624,4960,85814,1.034,201978,2661,0.402,Off Track
107129,Defined Benefit Pension,Education,West,50,14.1,65106,0.0659,4290,86364,0.867,306830,5019,0.925,On Track
107130,401(k),Transportation,Southwest,61,28.2,32040,0.1048,3358,130712,0.672,179711,1599,0.599,At Risk
107131,401(k),Transportation,West,35,12.7,63524,0.0947,6016,67306,0.865,862185,4462,0.843,On Track
107132,Defined Benefit Pension,Education,Northeast,22,10.9,61192,0.0379,2319,40801,0.833,778561,7185,1.409,On Track
107133,401(k),Transportation,West,53,10.4,96661,0.0353,3412,37868,0.741,133758,2779,0.345,Off Track
107134,Defined Benefit Pension,Transportation,Southwest,26,13.5,31486,0.0574,1807,21204,0.978,467874,4134,1.576,On Track
107135,401(k),Education,West,64,2.9,57639,0.0794,4577,17382,0.974,23002,1518,0.316,Off Track
107136,Defined Benefit Pension,Transportation,Southeast,41,8.9,50989,0.0659,3360,41278,0.866,337872,4498,1.059,On Track
107137,Defined Benefit Pension,Healthcare,West,36,3.9,92859,0.0628,5832,49638,0.837,698425,8468,1.094,On Track
107138,401(k),Healthcare,Southeast,80,4.9,56727,0.0968,5491,28775,0.747,28775,1514,0.32,Off Track
107139,Defined Benefit Pension,Public Sector,Southwest,48,18.4,101290,0.0998,10109,233600,0.901,914236,9863,1.168,On Track
107140,401(k),Manufacturing,Southwest,45,12.2,70682,0.072,5089,93908,0.945,488378,3395,0.576,At Risk
107141,401(k),Construction,Midwest,57,6.1,85714,0.0795,6814,71889,0.931,182021,2750,0.385,Off Track
107142,401(k),Transportation,Northeast,58,10.8,102960,0.0972,10008,120781,0.884,265615,3219,0.375,Off Track
107143,Defined Benefit Pension,Retail,Midwest,62,10,38340,0.0708,2714,53837,1.073,72761,1866,0.584,At Risk
107144,Annuity,Retail,Northeast,32,12.4,65079,0.0554,3605,48477,0.91,682533,3902,0.72,On Track
107145,401(k),Construction,West,54,0,83791,0.1304,10926,500,0.826,164529,2643,0.379,Off Track
107146,Defined Benefit Pension,Manufacturing,West,44,3.3,77541,0.0587,4552,1022,0.79,185521,4912,0.76,On Track
107147,401(k),Transportation,Southeast,37,0.5,35684,0.1342,4789,500,0.731,330737,2102,0.707,On Track
107148,401(k),Education,Southwest,49,4.8,91502,0.112,10248,58759,1.118,412361,3662,0.48,Off Track
107149,401(k),Education,West,26,6.2,73336,0.0985,7224,44005,0.958,1474905,6750,1.104,On Track
107150,401(k),Education,Southwest,59,3.7,75590,0.0575,4346,21946,1.017,61446,2095,0.333,Off Track
107151,401(k),Healthcare,Southeast,45,18.1,65802,0.0631,4152,69285,0.88,374940,2895,0.528,Off Track
107152,Annuity,Manufacturing,Northeast,42,26.7,28000,0.0459,1285,21474,0.893,142415,1475,0.632,At Risk
107153,401(k),Retail,Midwest,46,18.6,87273,0.0266,2321,53438,0.755,240039,2982,0.41,Off Track
107154,401(k),Construction,Southeast,46,7.5,88465,0.1197,10589,101809,0.826,665518,4430,0.601,At Risk
107155,401(k),Public Sector,West,62,13.7,60200,0.0618,3720,64573,0.823,88750,1801,0.359,Off Track
107156,Annuity,Public Sector,Midwest,35,11.5,30433,0.0766,2331,14284,0.74,266325,1888,0.744,On Track
107157,Annuity,Manufacturing,West,43,7.1,57008,0.0477,2719,12640,0.921,163532,1970,0.415,Off Track
107158,Defined Benefit Pension,Construction,Northeast,45,22.6,99860,0.0669,6681,177505,1.15,815047,10043,1.207,On Track
107159,Defined Benefit Pension,Education,Northeast,35,28.1,60580,0.0708,4289,112616,0.706,985890,7830,1.551,On Track
107160,401(k),Retail,Southwest,50,0.2,72631,0.0527,3828,9506,0.925,111882,2189,0.362,Off Track
107161,401(k),Public Sector,Midwest,39,23.5,62660,0.035,2193,50895,0.798,361271,2771,0.531,Off Track
107162,401(k),Construction,Northeast,31,7.3,80831,0.02,1617,8254,0.894,228315,2782,0.413,Off Track
107163,401(k),Construction,Southwest,54,9.9,35128,0.1239,4352,68967,1.061,196077,1654,0.565,At Risk
107164,Annuity,Education,Northeast,67,14.3,66337,0.039,2587,50098,0.655,50098,1825,0.33,Off Track
107165,Defined Benefit Pension,Manufacturing,Southwest,49,24.4,102696,0.0642,6593,179741,0.724,625864,9554,1.116,On Track
107166,401(k),Construction,Southeast,47,14.2,46322,0.1025,4748,54372,0.823,301936,2165,0.561,At Risk
107167,Defined Benefit Pension,Public Sector,Midwest,47,15.3,64305,0.0646,4154,41942,0.864,248099,5111,0.954,On Track
107168,401(k),Public Sector,Southeast,42,18.8,101482,0.0572,5805,122578,0.782,741028,4803,0.568,At Risk
107169,Defined Benefit Pension,Transportation,Northeast,62,20.1,92908,0.0706,6559,165509,0.828,218005,5732,0.74,On Track
107170,401(k),Public Sector,Midwest,49,16.1,84667,0.1022,8653,182836,0.97,686612,4405,0.624,At Risk
107171,401(k),Manufacturing,Southeast,22,20.1,82888,0.0855,7087,131240,0.722,2446696,10228,1.481,On Track
107172,401(k),Manufacturing,Midwest,62,7.2,82445,0.0634,5227,56989,0.786,84515,2343,0.341,Off Track
107173,401(k),Public Sector,Midwest,59,0,65547,0.087,5703,500,0.773,40490,1774,0.325,Off Track
107174,Defined Benefit Pension,Education,West,55,26.6,102859,0.0453,4660,140483,1.001,313006,8082,0.943,On Track
107175,Defined Benefit Pension,Healthcare,Northeast,22,3.7,58881,0.078,4593,26637,0.817,984802,7699,1.569,On Track
107176,Defined Benefit Pension,Education,Southeast,48,7.7,44160,0.0854,3771,27996,0.792,181778,3073,0.835,On Track
107177,Annuity,Public Sector,Southwest,59,9.3,33250,0.0554,1842,8547,0.829,24973,1083,0.391,Off Track
107178,Annuity,Manufacturing,Southwest,53,8,54734,0.0488,2671,45900,0.864,137419,1826,0.4,Off Track
107179,Defined Benefit Pension,Transportation,Midwest,50,6.2,54377,0.069,3752,23626,1.014,143953,3280,0.724,On Track
107180,Defined Benefit Pension,Public Sector,Southeast,59,15.7,52081,0.046,2396,33515,0.913,64255,2929,0.675,At Risk
107181,401(k),Education,Midwest,50,15.8,39083,0.1086,4244,107306,1.092,355948,2186,0.671,At Risk
107182,401(k),Manufacturing,West,62,17,82473,0.1203,9922,207269,0.798,278448,2990,0.435,Off Track
107183,Defined Benefit Pension,Public Sector,Southeast,50,16.5,45498,0.055,2502,41175,0.966,156915,3452,0.91,On Track
107184,Defined Benefit Pension,Transportation,Southwest,49,8.7,87357,0.0541,4726,68078,1.031,294270,5862,0.805,On Track
107185,Defined Benefit Pension,Education,Northeast,59,8.7,92188,0.051,4702,82410,0.71,149698,4498,0.585,At Risk
107186,Defined Benefit Pension,Healthcare,West,43,21,144044,0.0408,5877,137637,0.692,750997,12039,1.003,On Track
107187,Defined Benefit Pension,Education,Midwest,35,7.8,59271,0.0543,3218,49676,0.809,539723,6081,1.231,On Track
107188,Defined Benefit Pension,Manufacturing,Midwest,48,7.7,67529,0.062,4187,34938,1.078,212207,4481,0.796,On Track
107189,401(k),Manufacturing,Midwest,55,19.4,51103,0.1048,5356,112780,0.882,272568,2186,0.513,Off Track
107190,401(k),Transportation,Northeast,59,11.9,39196,0.0652,2556,21925,0.896,48930,1163,0.356,Off Track
107191,Defined Benefit Pension,Public Sector,Southeast,59,8,60233,0.0557,3355,54596,0.831,100848,2896,0.577,At Risk
107192,401(k),Transportation,Southeast,47,8,50272,0.1102,5540,60665,0.918,344376,2405,0.574,At Risk
107193,401(k),Public Sector,West,46,21,38847,0.1009,3920,98698,0.877,430960,2437,0.753,On Track
107194,401(k),Manufacturing,Midwest,41,16.7,78627,0.0604,4749,72129,0.696,533369,3744,0.571,At Risk
107195,Annuity,Healthcare,Midwest,51,13.9,41983,0.0276,1159,13656,0.588,55231,1234,0.353,Off Track
107196,Defined Benefit Pension,Public Sector,Midwest,28,2.7,87845,0.0508,4463,18069,1.012,724043,8969,1.225,On Track
107197,Annuity,Manufacturing,Midwest,48,13.9,95963,0.0315,3023,32548,0.571,172932,2910,0.364,Off Track
107198,401(k),Education,Northeast,80,10.3,47788,0.0653,3121,29887,0.8,29887,1294,0.325,Off Track
107199,401(k),Manufacturing,Southwest,30,4.7,111158,0.1321,14684,58642,0.79,2087036,9290,1.003,On Track
107200,Defined Benefit Pension,Healthcare,Southwest,50,7.2,83233,0.0435,3621,30734,0.832,157938,4917,0.709,On Track
107201,Defined Benefit Pension,Construction,Southeast,53,17.6,69959,0.0492,3442,68196,0.852,195290,4988,0.856,On Track
107202,Defined Benefit Pension,Manufacturing,West,54,21.9,28000,0.02,560,38742,1.024,81928,2425,1.039,On Track
107203,Annuity,Construction,Southeast,36,3.5,28000,0.0312,874,27834,0.9,215177,1717,0.736,On Track
107204,401(k),Transportation,Northeast,54,4.5,116035,0.0567,6579,40663,1.018,175689,2919,0.302,Off Track
107205,Defined Benefit Pension,Manufacturing,Southwest,42,17.6,108950,0.0662,7212,124153,0.808,813167,10491,1.156,On Track
107206,401(k),Retail,Southeast,31,8.7,116790,0.0805,9402,85781,0.839,1601536,7672,0.788,On Track
107207,Defined Benefit Pension,Public Sector,Southeast,59,16.4,124004,0.0724,8978,180409,0.718,318538,6867,0.665,At Risk
107208,Defined Benefit Pension,Manufacturing,Midwest,56,8.6,110492,0.0868,9591,57583,0.809,207498,5456,0.593,At Risk
107209,401(k),Education,Midwest,36,16.6,78675,0.0566,4453,100907,0.913,874671,4882,0.745,On Track
107210,401(k),Retail,Southeast,41,1,87675,0.0686,6015,500,0.616,307680,3217,0.44,Off Track
107211,401(k),Healthcare,Southwest,41,16.4,52839,0.0974,5147,123638,0.899,762150,3861,0.877,On Track
107212,401(k),Retail,Southeast,28,0,78681,0.02,1574,500,0.704,204638,2649,0.404,Off Track
107213,401(k),Construction,Midwest,57,19.4,92877,0.0926,8600,227639,0.772,447940,3815,0.493,Off Track
107214,401(k),Transportation,West,58,11.7,93415,0.02,1868,51602,0.984,93270,2644,0.34,Off Track
107215,Defined Benefit Pension,Education,Southwest,44,15.5,68487,0.0459,3144,67189,0.739,354150,6017,1.054,On Track
107216,401(k),Retail,Midwest,48,13.9,28000,0.0956,2677,47633,0.761,203791,1679,0.72,On Track
107217,401(k),Construction,Midwest,49,0,29629,0.0892,2643,2668,0.951,74630,1249,0.506,Off Track
107218,Defined Benefit Pension,Construction,Southwest,51,22.9,85328,0.0815,6954,183255,0.874,560461,7937,1.116,On Track
107219,Defined Benefit Pension,Education,Midwest,32,14.7,57850,0.0451,2609,17454,0.663,373364,5583,1.158,On Track
107220,Defined Benefit Pension,Education,Southeast,54,18.1,90626,0.0711,6444,131914,0.818,346889,6718,0.89,On Track
107221,Defined Benefit Pension,Construction,Northeast,34,5.6,37918,0.0584,2214,500,0.811,190795,3371,1.067,On Track
107222,401(k),Manufacturing,Southeast,56,13.9,110124,0.1049,11552,193300,0.858,459324,3864,0.421,Off Track
107223,Defined Benefit Pension,Healthcare,Northeast,35,1.5,45747,0.0508,2324,500,0.874,186603,3567,0.936,On Track
107224,401(k),Construction,Southeast,32,13.2,113343,0.1213,13749,184186,0.783,2598312,10994,1.164,On Track
107225,Defined Benefit Pension,Education,Midwest,48,4.5,28558,0.0702,2005,500,1.15,57913,1961,0.824,On Track
107226,Defined Benefit Pension,Manufacturing,Midwest,47,45,88894,0.0386,3431,168048,0.816,585703,8619,1.164,On Track
107227,Defined Benefit Pension,Public Sector,Northeast,49,16.8,45919,0.0665,3054,62746,0.907,237801,3823,0.999,On Track
107228,Defined Benefit Pension,Retail,Midwest,37,22.6,71752,0.0598,4291,103525,0.625,823241,8126,1.359,On Track
107229,Annuity,Manufacturing,Midwest,50,10,102138,0.0639,6527,52596,0.785,277972,3260,0.383,Off Track
107230,Defined Benefit Pension,Construction,Northeast,52,15.2,97250,0.0599,5825,128635,0.863,384358,7043,0.869,On Track
107231,Defined Benefit Pension,Transportation,Southeast,62,19.2,48953,0.0468,2291,55898,0.707,73869,2829,0.693,At Risk
107232,Defined Benefit Pension,Transportation,West,50,3.4,54848,0.0656,3598,7406,0.81,101496,2971,0.65,At Risk
107233,Defined Benefit Pension,Retail,Northeast,41,6.6,28000,0.0618,1730,500,0.885,89935,2371,1.016,On Track
107234,401(k),Transportation,Southeast,32,19.8,28000,0.1096,3069,57225,0.693,690199,3301,1.415,On Track
107235,401(k),Construction,Midwest,30,10.3,48652,0.0246,1197,500,0.779,137230,1674,0.413,Off Track
107236,Defined Benefit Pension,Construction,Northeast,52,6,48068,0.0422,2028,16192,0.862,72829,2586,0.646,At Risk
107237,401(k),Construction,West,58,7,29824,0.109,3251,1724,0.938,29881,1100,0.442,Off Track
107238,401(k),Retail,West,37,2.2,66252,0.0591,3915,693,0.937,271830,2562,0.464,Off Track
107239,Annuity,Healthcare,Southeast,51,0,71093,0.0934,6640,500,0.86,140670,2246,0.379,Off Track
107240,401(k),Healthcare,Southeast,46,0,71628,0.0525,3760,500,0.84,128450,2219,0.372,Off Track
107241,Defined Benefit Pension,Retail,West,57,12.4,49629,0.0666,3305,42165,1.027,99916,2839,0.687,At Risk
107242,401(k),Construction,Southeast,58,17.4,55786,0.0811,4524,89590,1.068,172684,1970,0.424,Off Track
107243,Annuity,Healthcare,Northeast,22,32.2,63129,0.0455,2872,79008,1.069,1257130,5769,1.097,On Track
107244,401(k),Healthcare,Northeast,60,11.7,94877,0.0918,8710,144290,0.885,242192,3141,0.397,Off Track
107245,Annuity,Healthcare,Northeast,51,1.8,53050,0.072,3820,29280,0.831,146477,1815,0.41,Off Track
107246,Annuity,Manufacturing,Southwest,42,11.8,28000,0.0402,1126,29208,0.87,164485,1548,0.664,At Risk
107247,Defined Benefit Pension,Transportation,Southwest,42,17.6,63007,0.0731,4606,113749,0.729,650955,6895,1.313,On Track
107248,401(k),Construction,Midwest,48,20.2,59787,0.1546,9243,226859,0.785,871651,4400,0.883,On Track
107249,401(k),Public Sector,Southwest,42,19.5,28000,0.02,560,11046,0.824,68511,1228,0.526,Off Track
107250,401(k),Manufacturing,West,37,16.6,60820,0.082,4987,78081,0.901,740875,3990,0.787,On Track
107251,401(k),Education,Midwest,40,12.8,47223,0.0378,1785,51343,0.952,318291,2242,0.57,At Risk
107252,Annuity,Manufacturing,West,36,17.9,69819,0.0349,2437,43481,1.032,415057,3129,0.538,Off Track
107253,401(k),Education,Midwest,64,2.5,83755,0.0496,4154,500,1.059,4684,2109,0.302,Off Track
107254,401(k),Transportation,Southwest,49,0,56976,0.0472,2689,8060,0.816,89509,1723,0.363,Off Track
107255,Defined Benefit Pension,Manufacturing,Southwest,75,28.7,86310,0.0435,3754,182085,0.88,182085,5861,0.815,On Track
107256,401(k),Transportation,Southwest,52,11.6,63429,0.1229,7795,117902,1.013,398663,2915,0.551,At Risk
107257,Annuity,Transportation,Midwest,55,16.3,64593,0.0239,1544,27942,0.881,70391,1849,0.344,Off Track
107258,401(k),Education,Midwest,35,0,63344,0.0733,4643,17665,0.728,468526,3145,0.596,At Risk
107259,Defined Benefit Pension,Healthcare,Northeast,45,24.4,66570,0.0628,4181,99145,0.981,471772,6565,1.183,On Track
107260,Annuity,Manufacturing,West,49,21.2,33458,0.0565,1890,51927,0.796,180434,1601,0.574,At Risk
107261,Annuity,Manufacturing,Northeast,40,0,28000,0.0465,1302,500,0.693,73580,1245,0.534,Off Track
107262,401(k),Manufacturing,Midwest,42,9.5,103302,0.0824,8512,76512,0.764,692285,4641,0.539,Off Track
107263,Defined Benefit Pension,Education,Northeast,53,14.1,77924,0.0517,4029,56632,0.919,181924,5097,0.785,On Track
107264,401(k),Healthcare,Midwest,53,1.9,56806,0.0983,5584,15345,0.888,125079,1837,0.388,Off Track
107265,Defined Benefit Pension,Public Sector,West,32,15.9,101771,0.0488,4966,79125,0.802,1024668,10837,1.278,On Track
107266,Defined Benefit Pension,Healthcare,Southeast,51,20.4,152203,0.0825,12557,313245,1.15,972103,12118,0.955,On Track
107267,401(k),Retail,West,55,14.6,29998,0.0609,1827,17821,0.72,55996,1187,0.475,Off Track
107268,Annuity,Transportation,Southeast,41,0,70909,0.0448,3177,42291,0.788,332675,2882,0.488,Off Track
107269,Defined Benefit Pension,Transportation,Southeast,40,3.7,90680,0.0726,6583,28893,0.826,485178,7137,0.945,On Track
107270,Annuity,Transportation,Northeast,53,11,28000,0.0428,1198,21686,0.697,63847,1213,0.52,Off Track
107271,Annuity,Retail,Northeast,22,10,29255,0.0408,1194,22692,0.815,418189,2394,0.982,On Track
107272,Defined Benefit Pension,Construction,Southeast,48,10.2,98678,0.0556,5486,42228,0.67,268486,6583,0.801,On Track
107273,Defined Benefit Pension,Transportation,Northeast,68,9.9,70482,0.0601,4236,88274,0.936,88274,2929,0.499,Off Track
107274,401(k),Public Sector,Southwest,22,0,52577,0.0715,3759,500,0.886,586893,3271,0.747,On Track
107275,401(k),Construction,West,58,18.4,28000,0.1154,3231,89496,0.884,161689,1539,0.66,At Risk
107276,Defined Benefit Pension,Public Sector,Southeast,55,17,81136,0.0526,4268,94595,1.014,225661,5519,0.816,On Track
107277,401(k),Education,Southwest,31,16.2,32758,0.1108,3630,54288,0.855,771831,3573,1.309,On Track
107278,401(k),Public Sector,Southeast,54,15.4,43469,0.0987,4290,90161,0.663,235381,1871,0.517,Off Track
107279,401(k),Healthcare,Midwest,60,9.7,45239,0.1135,5135,62187,0.812,112167,1505,0.399,Off Track
107280,401(k),Public Sector,West,34,7.1,62512,0.0712,4451,37812,0.953,607656,3588,0.689,At Risk
107281,Defined Benefit Pension,Public Sector,West,40,3.9,41169,0.0747,3075,23324,0.763,268812,3412,0.995,On Track
107282,Defined Benefit Pension,Education,Northeast,48,24.3,45403,0.0627,2847,79606,0.877,294683,4388,1.16,On Track
107283,Defined Benefit Pension,Healthcare,Southeast,60,11.8,98460,0.0554,5455,87068,0.767,147267,4892,0.596,At Risk
107284,Annuity,Healthcare,Southeast,42,0,76701,0.0491,3766,500,0.759,178896,2514,0.393,Off Track
107285,Annuity,Healthcare,Midwest,47,11.8,72431,0.0319,2311,17877,0.866,122450,2219,0.368,Off Track
107286,401(k),Healthcare,Southwest,40,0,84214,0.0929,7823,13749,0.985,488214,3733,0.532,Off Track
107287,Defined Benefit Pension,Public Sector,Midwest,48,14,42348,0.0572,2422,27881,0.792,143409,3178,0.9,On Track
107288,401(k),Education,Midwest,61,13.1,82177,0.0715,5876,125926,1.015,184684,2670,0.39,Off Track
107289,Defined Benefit Pension,Transportation,Northeast,49,7.7,83951,0.0608,5104,32811,0.842,214384,5300,0.758,On Track
107290,Defined Benefit Pension,Public Sector,Midwest,44,4.5,43337,0.0958,4152,20243,0.803,234867,3248,0.899,On Track
107291,Defined Benefit Pension,Construction,Midwest,48,16.5,88707,0.0524,4648,96549,0.752,391118,7236,0.979,On Track
107292,Annuity,Transportation,West,38,11.3,78599,0.02,1572,36159,0.869,274517,2880,0.44,Off Track
107293,Defined Benefit Pension,Education,Southwest,36,0,79345,0.068,5395,2813,0.865,412529,6235,0.943,On Track
107294,401(k),Construction,Midwest,62,21.6,118655,0.0791,9386,286824,0.812,371493,3572,0.361,Off Track
107295,Annuity,Transportation,Northeast,68,4.5,75426,0.0834,6291,14274,0.739,14274,1933,0.308,Off Track
107296,401(k),Healthcare,Southwest,27,1.5,46144,0.0698,3221,500,0.596,442325,2628,0.683,At Risk
107297,Defined Benefit Pension,Manufacturing,Midwest,55,22.9,75649,0.0425,3215,66069,0.821,160696,5538,0.878,On Track
107298,Annuity,Education,Midwest,58,20.5,72372,0.0658,4762,95622,0.857,183752,2422,0.402,Off Track
107299,401(k),Construction,Southwest,33,8.6,40955,0.0798,3268,9547,1.031,358638,2219,0.65,At Risk
107300,401(k),Transportation,Midwest,42,2,28000,0.0851,2383,500,0.862,113901,1380,0.591,At Risk
107301,401(k),Manufacturing,West,41,4.7,70176,0.0928,6512,24517,0.989,430179,3188,0.545,Off Track
107302,Annuity,Construction,Southwest,71,8.5,98407,0.0826,8128,90199,0.784,90199,2634,0.321,Off Track
107303,401(k),Transportation,Midwest,68,21.7,98671,0.1027,10134,278842,0.745,278842,3263,0.397,Off Track
107304,401(k),Manufacturing,Southwest,37,22.4,79910,0.0923,7376,168312,0.5,1365822,6550,0.984,On Track
107305,401(k),Transportation,Northeast,30,13.3,115961,0.0283,3282,54059,0.821,781231,4937,0.511,Off Track
107306,Defined Benefit Pension,Transportation,Southwest,57,17.2,76886,0.0611,4698,93544,0.984,195593,4996,0.78,On Track
107307,401(k),Healthcare,Southwest,55,10.3,66478,0.0639,4248,49329,0.603,144333,2143,0.387,Off Track
107308,Defined Benefit Pension,Retail,Northeast,63,5,77714,0.0567,4406,43008,0.848,57400,2814,0.435,Off Track
107309,Defined Benefit Pension,Public Sector,Northeast,35,0,51475,0.071,3655,12212,0.942,359097,4414,1.029,On Track
107310,Defined Benefit Pension,Healthcare,Northeast,57,14.6,36516,0.0528,1928,28392,0.716,64335,2246,0.738,On Track
107311,Defined Benefit Pension,Manufacturing,Southeast,39,19.2,44596,0.068,3033,78248,0.924,535401,5129,1.38,On Track
107312,Defined Benefit Pension,Education,Southwest,55,7.9,58578,0.0312,1828,12345,0.77,46203,2929,0.6,At Risk
107313,401(k),Construction,Northeast,48,21.5,96253,0.0498,4793,126345,1.057,475443,3918,0.488,Off Track
107314,Defined Benefit Pension,Construction,Northeast,71,8.9,31482,0.0684,2153,8707,0.716,8707,1379,0.526,Off Track
107315,Defined Benefit Pension,Transportation,Midwest,53,12.7,44726,0.0695,3108,34141,0.971,121130,2903,0.779,On Track
107316,Annuity,Retail,Southeast,44,10.2,94548,0.0653,6174,50331,0.601,418019,3727,0.473,Off Track
107317,Annuity,Manufacturing,West,50,21.9,62009,0.0341,2115,53146,0.966,176596,2139,0.414,Off Track
107318,401(k),Education,West,47,15.9,66419,0.1175,7804,129553,0.833,610976,3697,0.668,At Risk
107319,Defined Benefit Pension,Transportation,Southwest,34,11.5,61506,0.0456,2805,20959,0.909,365469,5831,1.138,On Track
107320,Defined Benefit Pension,Construction,Midwest,71,12.6,126113,0.0599,7554,132584,0.666,132584,4762,0.453,Off Track
107321,Defined Benefit Pension,Retail,Midwest,67,2.5,87688,0.0393,3446,25679,0.804,25679,2552,0.349,Off Track
107322,Defined Benefit Pension,Public Sector,Northeast,46,0,79055,0.0763,6032,500,0.949,205153,4538,0.689,At Risk
107323,Annuity,Manufacturing,Southwest,56,7.7,77529,0.0731,5667,59396,0.848,165470,2490,0.385,Off Track
107324,401(k),Healthcare,Southeast,73,10.4,83465,0.077,6427,93015,0.773,93015,2397,0.345,Off Track
107325,Defined Benefit Pension,Retail,Midwest,63,16.3,123750,0.0255,3156,50683,1.031,63449,5376,0.521,Off Track
107326,Annuity,Construction,Southwest,44,10.7,61530,0.0467,2873,26066,0.864,203512,2217,0.432,Off Track
107327,401(k),Manufacturing,West,47,8.2,76724,0.1075,8248,96966,0.96,531684,3690,0.577,At Risk
107328,Defined Benefit Pension,Construction,West,27,0,72816,0.1118,8141,500,0.677,1110973,8982,1.48,On Track
107329,401(k),Construction,Northeast,57,16.2,97296,0.0908,8834,202574,0.828,410306,3701,0.456,Off Track
107330,Defined Benefit Pension,Healthcare,West,63,13.7,119736,0.0832,9962,172552,0.76,214401,5398,0.541,Off Track
107331,Annuity,Transportation,Northeast,63,18.5,55529,0.0434,2410,49689,0.795,60795,1591,0.344,Off Track
107332,Defined Benefit Pension,Construction,West,56,12.2,84687,0.0364,3083,77425,1.136,166236,4916,0.697,At Risk
107333,401(k),Manufacturing,Midwest,52,21.2,76934,0.08,6155,172463,0.952,484071,3537,0.552,At Risk
107334,Defined Benefit Pension,Education,Midwest,36,7.6,33004,0.058,1914,6331,0.848,175250,3094,1.125,On Track
107335,Annuity,Retail,West,52,11.7,99164,0.0422,4185,57136,0.819,200889,3003,0.363,Off Track
107336,401(k),Healthcare,West,40,13.9,115775,0.092,10651,123155,0.69,1112927,6043,0.626,At Risk
107337,401(k),Construction,Southeast,54,17.3,94952,0.0868,8242,184410,0.723,473462,3912,0.494,Off Track
107338,Defined Benefit Pension,Retail,Southeast,39,15.3,54301,0.0423,2297,29211,0.938,268774,4968,1.098,On Track
107339,Annuity,Healthcare,Midwest,54,15.8,34011,0.0556,1891,34626,0.834,94042,1313,0.463,Off Track
107340,401(k),Construction,Northeast,64,14.2,89951,0.0755,6791,107086,0.803,120302,2650,0.353,Off Track
107341,Defined Benefit Pension,Transportation,Southeast,53,10.5,41776,0.0731,3054,55737,0.571,163675,2765,0.794,On Track
107342,Annuity,Transportation,Northeast,52,19.2,44566,0.02,891,8929,0.833,35869,1234,0.332,Off Track
107343,Defined Benefit Pension,Public Sector,Midwest,59,0,77861,0.0583,4539,5612,1.15,39622,2663,0.41,Off Track
107344,Defined Benefit Pension,Transportation,Southeast,69,7,92603,0.0483,4473,41273,0.935,41273,3263,0.423,Off Track
107345,401(k),Manufacturing,Southeast,47,24.7,62588,0.0749,4688,153134,0.803,581982,3505,0.672,At Risk
107346,Defined Benefit Pension,Construction,Southwest,54,6.6,66214,0.0836,5535,55151,0.881,187561,3737,0.677,At Risk
107347,401(k),Education,Northeast,66,11.4,68867,0.103,7093,110132,0.78,110132,2089,0.364,Off Track
107348,Defined Benefit Pension,Construction,Northeast,56,23.1,46350,0.0484,2243,61765,1.082,130126,3452,0.894,On Track
107349,Defined Benefit Pension,Construction,Southeast,24,11,61357,0.0846,5191,34138,0.971,1154503,8450,1.653,On Track
107350,Defined Benefit Pension,Public Sector,Northeast,39,5.3,28000,0.0558,1562,500,0.892,94677,2411,1.033,On Track
107351,Defined Benefit Pension,Construction,Southwest,57,21.6,92593,0.0573,5306,125903,0.78,253186,6585,0.853,On Track
107352,Annuity,Manufacturing,Southwest,43,9.7,150071,0.0306,4592,54130,0.945,394317,3648,0.292,Off Track
107353,401(k),Transportation,Southwest,65,10.2,73682,0.05,3684,62284,0.913,62284,2050,0.334,Off Track
107354,401(k),Education,West,70,0,105350,0.0795,8375,17057,0.925,17057,2390,0.272,Off Track
107355,Defined Benefit Pension,Public Sector,Northeast,41,11,64674,0.063,4074,48420,0.927,403072,5790,1.074,On Track
107356,401(k),Education,Midwest,36,17.5,34299,0.0785,2692,48514,0.849,461106,2537,0.888,On Track
107357,Defined Benefit Pension,Transportation,Northeast,44,8.6,135033,0.0746,10073,88979,0.664,705337,9681,0.86,On Track
